HexData,SrcIP,DstIP,SrcPort,DstPort,TEID,Label
45000024ee084000401100000a0ab4500a0a09bf086808680010000030ff0014000e96f100000000,10.10.180.80,10.10.9.191,2152,2152,956145,1
45000024f0134000401100000a0a39380a0a06f0086808680010000030ff0014000d35f300000000,10.10.57.56,10.10.6.240,2152,2152,865779,1
4500002437c84000401100000a0a7a890a0a4621086808680010000030ff00140005cd4100000000,10.10.122.137,10.10.70.33,2152,2152,380225,1
450000246ff24000401100000a0a75e00a0a3925086808680010000030ff0014000bc3ae00000000,10.10.117.224,10.10.57.37,2152,2152,770990,1
45000024b37c4000401100000a0abd770a0a9be0086808680010000030ff0014000beda500000000,10.10.189.119,10.10.155.224,2152,2152,781733,1
4500002450b24000401100000a0a5b950a0a8207086808680010000030ff00140004a62800000000,10.10.91.149,10.10.130.7,2152,2152,304680,1
45000024b50d4000401100000a0a54a20a0a0d73086808680010000030ff0014000ec51e00000000,10.10.84.162,10.10.13.115,2152,2152,967966,1
4500002447b54000401100000a0a01ee0a0ad494086808680010000030ff0014000224a400000000,10.10.1.238,10.10.212.148,2152,2152,140452,1
4500002411f14000401100000a0a61180a0aacd3086808680010000030ff0014000eb6c600000000,10.10.97.24,10.10.172.211,2152,2152,964294,1
450000246d0a4000401100000a0a8f8c0a0a2b35086808680010000030ff0014000e927c00000000,10.10.143.140,10.10.43.53,2152,2152,955004,1
4500002414d84000401100000a0ad8380a0ad91a086808680010000030ff00140001721200000000,10.10.216.56,10.10.217.26,2152,2152,94738,1
45000024cea74000401100000a0ae0e70a0a6fac086808680010000030ff0014000983ab00000000,10.10.224.231,10.10.111.172,2152,2152,623531,1
450000243cab4000401100000a0a47330a0ad1ee086808680010000030ff0014000ccae300000000,10.10.71.51,10.10.209.238,2152,2152,838371,1
45000024718e4000401100000a0a986e0a0a46a8086808680010000030ff00140000149e00000000,10.10.152.110,10.10.70.168,2152,2152,5278,1
45000024e7b24000401100000a0a02810a0a6786086808680010000030ff00140006828600000000,10.10.2.129,10.10.103.134,2152,2152,426630,1
45000024c8884000401100000a0ad90c0a0a25fb086808680010000030ff0014000dc9d900000000,10.10.217.12,10.10.37.251,2152,2152,903641,1
4500002480ab4000401100000a0ac1490a0a2278086808680010000030ff00140002e3dd00000000,10.10.193.73,10.10.34.120,2152,2152,189405,1
450000246a7d4000401100000a0af1160a0a5642086808680010000030ff001400040a2c00000000,10.10.241.22,10.10.86.66,2152,2152,264748,1
4500002459014000401100000a0a9e000a0a150c086808680010000030ff001400006ed100000000,10.10.158.0,10.10.21.12,2152,2152,28369,1
45000024b13e4000401100000a0afd760a0a888c086808680010000030ff0014000582c700000000,10.10.253.118,10.10.136.140,2152,2152,361159,1
45000024d2d84000401100000a0a32c20a0a84d5086808680010000030ff00140005395300000000,10.10.50.194,10.10.132.213,2152,2152,342355,1
45000024eb864000401100000a0a97e80a0a8fee086808680010000030ff00140004efbd00000000,10.10.151.232,10.10.143.238,2152,2152,323517,1
450000240d694000401100000a0a89990a0a4ed9086808680010000030ff00140003911d00000000,10.10.137.153,10.10.78.217,2152,2152,233757,1
45000024bddb4000401100000a0a08570a0af42e086808680010000030ff0014000f008d00000000,10.10.8.87,10.10.244.46,2152,2152,983181,1
45000024bb1e4000401100000a0a9a830a0a9943086808680010000030ff001400094b7400000000,10.10.154.131,10.10.153.67,2152,2152,609140,1
45000024e3d54000401100000a0a52260a0a71cb086808680010000030ff00140000e3e400000000,10.10.82.38,10.10.113.203,2152,2152,58340,1
450000241f244000401100000a0ab02a0a0a6cbb086808680010000030ff00140006019700000000,10.10.176.42,10.10.108.187,2152,2152,393623,1
4500002460f04000401100000a0aa8090a0a7424086808680010000030ff001400044ca000000000,10.10.168.9,10.10.116.36,2152,2152,281760,1
4500002425df4000401100000a0aa93f0a0a1e9a086808680010000030ff00140007975900000000,10.10.169.63,10.10.30.154,2152,2152,497497,1
4500002492424000401100000a0a7eb80a0a298d086808680010000030ff0014000a308500000000,10.10.126.184,10.10.41.141,2152,2152,667781,1
45000024dd934000401100000a0a26c60a0ada8a086808680010000030ff0014000062f900000000,10.10.38.198,10.10.218.138,2152,2152,25337,1
4500002467ec4000401100000a0a68fa0a0a1a10086808680010000030ff001400039df600000000,10.10.104.250,10.10.26.16,2152,2152,237046,1
450000242e254000401100000a0a43790a0a022e086808680010000030ff0014000ace2300000000,10.10.67.121,10.10.2.46,2152,2152,708131,1
45000024885f4000401100000a0a3ec00a0a79c1086808680010000030ff0014000cb8e000000000,10.10.62.192,10.10.121.193,2152,2152,833760,1
45000024a6294000401100000a0abcb00a0a4aa2086808680010000030ff0014000c9e7600000000,10.10.188.176,10.10.74.162,2152,2152,826998,1
45000024d3904000401100000a0ab9030a0aa661086808680010000030ff0014000b496500000000,10.10.185.3,10.10.166.97,2152,2152,739685,1
4500002480ea4000401100000a0a8f630a0a07bb086808680010000030ff001400008a7000000000,10.10.143.99,10.10.7.187,2152,2152,35440,1
4500002415e84000401100000a0acdd40a0a9c36086808680010000030ff00140000b3d500000000,10.10.205.212,10.10.156.54,2152,2152,46037,1
4500002487f44000401100000a0acb5c0a0a85ff086808680010000030ff0014000ff51100000000,10.10.203.92,10.10.133.255,2152,2152,1045777,1
450000245c824000401100000a0a920e0a0a4200086808680010000030ff0014000cc2e700000000,10.10.146.14,10.10.66.0,2152,2152,836327,1
4500002428a74000401100000a0a23070a0adfc1086808680010000030ff00140000355200000000,10.10.35.7,10.10.223.193,2152,2152,13650,1
45000024418e4000401100000a0a58d60a0a613c086808680010000030ff00140000fc2900000000,10.10.88.214,10.10.97.60,2152,2152,64553,1
4500002468414000401100000a0a4fd90a0a962d086808680010000030ff0014000db7aa00000000,10.10.79.217,10.10.150.45,2152,2152,898986,1
45000024f0194000401100000a0aa2510a0a6b88086808680010000030ff0014000dab6800000000,10.10.162.81,10.10.107.136,2152,2152,895848,1
45000024696d4000401100000a0a3b780a0a5c95086808680010000030ff0014000ace3500000000,10.10.59.120,10.10.92.149,2152,2152,708149,1
4500002466af4000401100000a0a691a0a0acc58086808680010000030ff001400032e5100000000,10.10.105.26,10.10.204.88,2152,2152,208465,1
4500002452ee4000401100000a0abc380a0a8166086808680010000030ff00140004084f00000000,10.10.188.56,10.10.129.102,2152,2152,264271,1
4500002486d24000401100000a0a300b0a0a9d9c086808680010000030ff00140004fd9700000000,10.10.48.11,10.10.157.156,2152,2152,327063,1
45000024a5154000401100000a0afc890a0a2cd3086808680010000030ff0014000bfad000000000,10.10.252.137,10.10.44.211,2152,2152,785104,1
450000247de74000401100000a0a26fd0a0a0e52086808680010000030ff0014000f02a200000000,10.10.38.253,10.10.14.82,2152,2152,983714,1
45000024437d4000401100000a0a282b0a0a7778086808680010000030ff0014000ab55700000000,10.10.40.43,10.10.119.120,2152,2152,701783,1
450000242f344000401100000a0ae2dd0a0a5250086808680010000030ff0014000439d700000000,10.10.226.221,10.10.82.80,2152,2152,276951,1
45000024b4f84000401100000a0a850b0a0a4b3b086808680010000030ff0014000dcf1700000000,10.10.133.11,10.10.75.59,2152,2152,904983,1
45000024fe654000401100000a0a92c80a0a13cb086808680010000030ff0014000a2e5600000000,10.10.146.200,10.10.19.203,2152,2152,667222,1
450000244dfa4000401100000a0a821d0a0a84bc086808680010000030ff001400000a9b00000000,10.10.130.29,10.10.132.188,2152,2152,2715,1
45000024ce8a4000401100000a0a64ec0a0af6f6086808680010000030ff0014000f105f00000000,10.10.100.236,10.10.246.246,2152,2152,987231,1
450000240dc74000401100000a0a06fb0a0aac69086808680010000030ff0014000726a100000000,10.10.6.251,10.10.172.105,2152,2152,468641,1
4500002439ee4000401100000a0a1a8d0a0af1af086808680010000030ff0014000220f800000000,10.10.26.141,10.10.241.175,2152,2152,139512,1
4500002420e74000401100000a0a94810a0aec07086808680010000030ff0014000c633f00000000,10.10.148.129,10.10.236.7,2152,2152,811839,1
4500002461314000401100000a0aec0a0a0a024b086808680010000030ff0014000efe6f00000000,10.10.236.10,10.10.2.75,2152,2152,982639,1
45000024173e4000401100000a0aa71b0a0acd2d086808680010000030ff00140008ef4700000000,10.10.167.27,10.10.205.45,2152,2152,585543,1
450000246d554000401100000a0a3bb80a0a60ef086808680010000030ff001400061d3700000000,10.10.59.184,10.10.96.239,2152,2152,400695,1
45000024c8844000401100000a0ac0260a0abaae086808680010000030ff0014000d31f400000000,10.10.192.38,10.10.186.174,2152,2152,864756,1
4500002465684000401100000a0a566e0a0ae748086808680010000030ff00140009d0ff00000000,10.10.86.110,10.10.231.72,2152,2152,643327,1
4500002463ab4000401100000a0a0e270a0a8cad086808680010000030ff00140001de4200000000,10.10.14.39,10.10.140.173,2152,2152,122434,1
4500002497684000401100000a0a41580a0a493d086808680010000030ff0014000699de00000000,10.10.65.88,10.10.73.61,2152,2152,432606,1
4500002456194000401100000a0a64b40a0a6f87086808680010000030ff001400068cbd00000000,10.10.100.180,10.10.111.135,2152,2152,429245,1
450000244d904000401100000a0ae6120a0a89d8086808680010000030ff00140001c99500000000,10.10.230.18,10.10.137.216,2152,2152,117141,1
4500002468574000401100000a0a53180a0a9a12086808680010000030ff001400081e1800000000,10.10.83.24,10.10.154.18,2152,2152,531992,1
45000024f12a4000401100000a0a7f650a0ad1e5086808680010000030ff0014000d3c9f00000000,10.10.127.101,10.10.209.229,2152,2152,867487,1
45000024bf174000401100000a0af6490a0a87d5086808680010000030ff0014000a6fc400000000,10.10.246.73,10.10.135.213,2152,2152,683972,1
4500002405ec4000401100000a0a07cc0a0aa157086808680010000030ff0014000dbefc00000000,10.10.7.204,10.10.161.87,2152,2152,900860,1
45000024b3b34000401100000a0a71ac0a0a4483086808680010000030ff001400000ea300000000,10.10.113.172,10.10.68.131,2152,2152,3747,1
4500002492244000401100000a0a175d0a0acfa2086808680010000030ff00140007519900000000,10.10.23.93,10.10.207.162,2152,2152,479641,1
4500002412594000401100000a0a44580a0a09dd086808680010000030ff001400082f4600000000,10.10.68.88,10.10.9.221,2152,2152,536390,1
4500002499344000401100000a0a82690a0a3384086808680010000030ff00140004340800000000,10.10.130.105,10.10.51.132,2152,2152,275464,1
45000024725f4000401100000a0a7be20a0ab356086808680010000030ff0014000e18d700000000,10.10.123.226,10.10.179.86,2152,2152,923863,1
45000024ce3a4000401100000a0a81540a0a1fc6086808680010000030ff0014000bf24b00000000,10.10.129.84,10.10.31.198,2152,2152,782923,1
45000024c2264000401100000a0af2340a0a0370086808680010000030ff00140006dc4b00000000,10.10.242.52,10.10.3.112,2152,2152,449611,1
45000024a2d24000401100000a0a3fc00a0a40b8086808680010000030ff0014000b937900000000,10.10.63.192,10.10.64.184,2152,2152,758649,1
45000024183a4000401100000a0a38370a0a8dcb086808680010000030ff00140003c48200000000,10.10.56.55,10.10.141.203,2152,2152,246914,1
4500002438af4000401100000a0a6c7d0a0a406c086808680010000030ff00140003f41100000000,10.10.108.125,10.10.64.108,2152,2152,259089,1
45000024a5af4000401100000a0a74be0a0af2fa086808680010000030ff00140006e41700000000,10.10.116.190,10.10.242.250,2152,2152,451607,1
4500002422734000401100000a0ae2a70a0a87a3086808680010000030ff00140005dfc400000000,10.10.226.167,10.10.135.163,2152,2152,384964,1
45000024f4cb4000401100000a0a34dd0a0a63ef086808680010000030ff00140003f79400000000,10.10.52.221,10.10.99.239,2152,2152,259988,1
450000247b844000401100000a0a566c0a0a6d17086808680010000030ff0014000e6ca900000000,10.10.86.108,10.10.109.23,2152,2152,945321,1
4500002426034000401100000a0a68ef0a0aa0b2086808680010000030ff0014000817f900000000,10.10.104.239,10.10.160.178,2152,2152,530425,1
45000024dbb04000401100000a0a46f50a0a9d88086808680010000030ff00140004e94b00000000,10.10.70.245,10.10.157.136,2152,2152,321867,1
45000024cd584000401100000a0a9a1d0a0a37e2086808680010000030ff0014000dd46a00000000,10.10.154.29,10.10.55.226,2152,2152,906346,1
450000241db34000401100000a0a9e060a0a4599086808680010000030ff0014000de40100000000,10.10.158.6,10.10.69.153,2152,2152,910337,1
450000241de14000401100000a0a5f3f0a0a2c45086808680010000030ff001400071b5600000000,10.10.95.63,10.10.44.69,2152,2152,465750,1
4500002407bd4000401100000a0a4fd60a0af464086808680010000030ff0014000b0ab500000000,10.10.79.214,10.10.244.100,2152,2152,723637,1
45000024a1234000401100000a0aac3d0a0a346d086808680010000030ff001400063ede00000000,10.10.172.61,10.10.52.109,2152,2152,409310,1
4500002448a24000401100000a0a40b00a0ab8a8086808680010000030ff0014000dca0d00000000,10.10.64.176,10.10.184.168,2152,2152,903693,1
4500002485204000401100000a0a99ee0a0ac423086808680010000030ff00140001139b00000000,10.10.153.238,10.10.196.35,2152,2152,70555,1
450000249d354000401100000a0a530a0a0a8cca086808680010000030ff00140006957200000000,10.10.83.10,10.10.140.202,2152,2152,431474,1
450000248ec34000401100000a0a209e0a0a0a30086808680010000030ff00140002a17800000000,10.10.32.158,10.10.10.48,2152,2152,172408,1
4500002473ea4000401100000a0a3b520a0a7998086808680010000030ff0014000cacb000000000,10.10.59.82,10.10.121.152,2152,2152,830640,1
450000240d1e4000401100000a0aad460a0a21bf086808680010000030ff0014000b715800000000,10.10.173.70,10.10.33.191,2152,2152,749912,1
45000024bb8a4000401100000a0aa47a0a0afbc4086808680010000030ff00140001968a00000000,10.10.164.122,10.10.251.196,2152,2152,104074,1
45000024faf44000401100000a0a6dc10a0a1bb5086808680010000030ff0014000627b000000000,10.10.109.193,10.10.27.181,2152,2152,403376,1
4500002446ea4000401100000a0ae8010a0ab702086808680010000030ff00140003e8e000000000,10.10.232.1,10.10.183.2,2152,2152,256224,1
45000024bd5b4000401100000a0ad8630a0a68b3086808680010000030ff0014000a2d9d00000000,10.10.216.99,10.10.104.179,2152,2152,667037,1
450000242f564000401100000a0af1820a0af251086808680010000030ff00140004b8b200000000,10.10.241.130,10.10.242.81,2152,2152,309426,1
4500002462364000401100000a0aed1f0a0a0334086808680010000030ff0014000f776800000000,10.10.237.31,10.10.3.52,2152,2152,1013608,1
450000244ec34000401100000a0a9a370a0a6ddb086808680010000030ff001400084cd100000000,10.10.154.55,10.10.109.219,2152,2152,543953,1
45000024ccf24000401100000a0abce10a0acf01086808680010000030ff00140002582d00000000,10.10.188.225,10.10.207.1,2152,2152,153645,1
450000243f744000401100000a0a65050a0a4240086808680010000030ff0014000cb22500000000,10.10.101.5,10.10.66.64,2152,2152,832037,1
45000024243a4000401100000a0af3430a0a3468086808680010000030ff00140005615700000000,10.10.243.67,10.10.52.104,2152,2152,352599,1
4500002412724000401100000a0a9c800a0a5bb7086808680010000030ff0014000fceb500000000,10.10.156.128,10.10.91.183,2152,2152,1035957,1
4500002441664000401100000a0a1c530a0a378f086808680010000030ff0014000d48eb00000000,10.10.28.83,10.10.55.143,2152,2152,870635,1
450000243d514000401100000a0a917f0a0a43f9086808680010000030ff0014000dc41400000000,10.10.145.127,10.10.67.249,2152,2152,902164,1
4500002416a54000401100000a0af6110a0a4ee6086808680010000030ff0014000372cb00000000,10.10.246.17,10.10.78.230,2152,2152,225995,1
450000245a7d4000401100000a0ad1050a0acb3e086808680010000030ff0014000cfa6900000000,10.10.209.5,10.10.203.62,2152,2152,850537,1
45000024e98c4000401100000a0abbe80a0a4c2b086808680010000030ff0014000eaba400000000,10.10.187.232,10.10.76.43,2152,2152,961444,1
45000024db654000401100000a0a75930a0a881a086808680010000030ff00140006322400000000,10.10.117.147,10.10.136.26,2152,2152,406052,1
450000249d0c4000401100000a0a1fd50a0aa976086808680010000030ff00140006ab7400000000,10.10.31.213,10.10.169.118,2152,2152,437108,1
45000024b7cc4000401100000a0a97f40a0a80e2086808680010000030ff00140007eaff00000000,10.10.151.244,10.10.128.226,2152,2152,518911,1
4500002475f14000401100000a0a53860a0a3173086808680010000030ff0014000e920f00000000,10.10.83.134,10.10.49.115,2152,2152,954895,1
450000248d134000401100000a0a1b850a0a30d0086808680010000030ff00140005a6bc00000000,10.10.27.133,10.10.48.208,2152,2152,370364,1
4500002465d04000401100000a0aa3370a0a58d5086808680010000030ff0014000e25ae00000000,10.10.163.55,10.10.88.213,2152,2152,927150,1
45000024e6874000401100000a0ae6090a0a9488086808680010000030ff0014000fd5cb00000000,10.10.230.9,10.10.148.136,2152,2152,1037771,1
4500002426274000401100000a0a1c7f0a0a0f2c086808680010000030ff0014000ff84d00000000,10.10.28.127,10.10.15.44,2152,2152,1046605,1
4500002420784000401100000a0a0e8c0a0a5b5a086808680010000030ff00140006655e00000000,10.10.14.140,10.10.91.90,2152,2152,419166,1
4500002415f94000401100000a0ac10c0a0a212e086808680010000030ff001400039e6d00000000,10.10.193.12,10.10.33.46,2152,2152,237165,1
450000240fab4000401100000a0ab0be0a0a3152086808680010000030ff0014000181ab00000000,10.10.176.190,10.10.49.82,2152,2152,98731,1
4500002427704000401100000a0abfa50a0accf2086808680010000030ff00140000861c00000000,10.10.191.165,10.10.204.242,2152,2152,34332,1
4500002433084000401100000a0a01d80a0a1524086808680010000030ff0014000b480000000000,10.10.1.216,10.10.21.36,2152,2152,739328,1
45000024ff664000401100000a0aa08c0a0a6e52086808680010000030ff00140006d65d00000000,10.10.160.140,10.10.110.82,2152,2152,448093,1
45000024653e4000401100000a0a3bcd0a0a9550086808680010000030ff001400034d6e00000000,10.10.59.205,10.10.149.80,2152,2152,216430,1
4500002415bf4000401100000a0a497b0a0a7872086808680010000030ff0014000eee5600000000,10.10.73.123,10.10.120.114,2152,2152,978518,1
45000024f92c4000401100000a0ac8010a0aca00086808680010000030ff0014000f52ca00000000,10.10.200.1,10.10.202.0,2152,2152,1004234,1
450000248b614000401100000a0a8bb40a0a1fe8086808680010000030ff0014000f111d00000000,10.10.139.180,10.10.31.232,2152,2152,987421,1
45000024a98f4000401100000a0ae12b0a0a58de086808680010000030ff00140003ef9800000000,10.10.225.43,10.10.88.222,2152,2152,257944,1
4500002481044000401100000a0a87230a0a1652086808680010000030ff0014000edbf300000000,10.10.135.35,10.10.22.82,2152,2152,973811,1
4500002458e94000401100000a0a54970a0a3bbb086808680010000030ff001400082c4600000000,10.10.84.151,10.10.59.187,2152,2152,535622,1
45000024b6c04000401100000a0ab7f20a0af890086808680010000030ff00140005eb2b00000000,10.10.183.242,10.10.248.144,2152,2152,387883,1
45000024b6774000401100000a0a21970a0a8092086808680010000030ff00140001efb300000000,10.10.33.151,10.10.128.146,2152,2152,126899,1
45000024eee44000401100000a0a715c0a0adf36086808680010000030ff00140008bc4600000000,10.10.113.92,10.10.223.54,2152,2152,572486,1
45000024e9584000401100000a0a04a10a0ad858086808680010000030ff00140000875000000000,10.10.4.161,10.10.216.88,2152,2152,34640,1
4500002421124000401100000a0a92b50a0a9863086808680010000030ff00140005cd6800000000,10.10.146.181,10.10.152.99,2152,2152,380264,1
45000024ef864000401100000a0aa1300a0a82b8086808680010000030ff00140002511200000000,10.10.161.48,10.10.130.184,2152,2152,151826,1
4500002442284000401100000a0adde60a0ab42d086808680010000030ff0014000fdf7300000000,10.10.221.230,10.10.180.45,2152,2152,1040243,1
45000024a5554000401100000a0ae8040a0a0e7f086808680010000030ff001400043fea00000000,10.10.232.4,10.10.14.127,2152,2152,278506,1
45000024a7b54000401100000a0a4bc10a0a8ba6086808680010000030ff0014000bb69a00000000,10.10.75.193,10.10.139.166,2152,2152,767642,1
4500002444274000401100000a0a304c0a0a8688086808680010000030ff00140004fbce00000000,10.10.48.76,10.10.134.136,2152,2152,326606,1
45000024b6ab4000401100000a0a3fa80a0abab6086808680010000030ff00140002c85c00000000,10.10.63.168,10.10.186.182,2152,2152,182364,1
45000024e2f64000401100000a0a2ff00a0aa35c086808680010000030ff0014000b83f900000000,10.10.47.240,10.10.163.92,2152,2152,754681,1
45000024ed524000401100000a0ab33a0a0a49c6086808680010000030ff001400023eae00000000,10.10.179.58,10.10.73.198,2152,2152,147118,1
450000247ed64000401100000a0a7f540a0a043c086808680010000030ff00140003eb1f00000000,10.10.127.84,10.10.4.60,2152,2152,256799,1
45000024df524000401100000a0adfb50a0a0849086808680010000030ff0014000921b900000000,10.10.223.181,10.10.8.73,2152,2152,598457,1
45000024d6fe4000401100000a0afe6e0a0aafeb086808680010000030ff00140003bcc000000000,10.10.254.110,10.10.175.235,2152,2152,244928,1
4500002434aa4000401100000a0a92900a0a93c4086808680010000030ff00140001cb2400000000,10.10.146.144,10.10.147.196,2152,2152,117540,1
45000024f76a4000401100000a0a776c0a0a72e3086808680010000030ff00140002f5cb00000000,10.10.119.108,10.10.114.227,2152,2152,193995,1
45000024bc0f4000401100000a0abd8c0a0a1d1a086808680010000030ff0014000f845400000000,10.10.189.140,10.10.29.26,2152,2152,1016916,1
450000244e424000401100000a0afa4b0a0ae562086808680010000030ff00140005375400000000,10.10.250.75,10.10.229.98,2152,2152,341844,1
45000024585e4000401100000a0ad5360a0a907f086808680010000030ff001400011e5900000000,10.10.213.54,10.10.144.127,2152,2152,73305,1
45000024ec0c4000401100000a0a80460a0ab8a7086808680010000030ff0014000a632900000000,10.10.128.70,10.10.184.167,2152,2152,680745,1
450000242e794000401100000a0a31e90a0affdc086808680010000030ff00140004581b00000000,10.10.49.233,10.10.255.220,2152,2152,284699,1
4500002439584000401100000a0ae7fb0a0ae566086808680010000030ff0014000bc8be00000000,10.10.231.251,10.10.229.102,2152,2152,772286,1
45000024ccf84000401100000a0a54d90a0a2994086808680010000030ff001400034a6200000000,10.10.84.217,10.10.41.148,2152,2152,215650,1
45000024f60a4000401100000a0aaf130a0a44e1086808680010000030ff0014000f2ed400000000,10.10.175.19,10.10.68.225,2152,2152,995028,1
45000024062f4000401100000a0ae7470a0a8552086808680010000030ff0014000bc00800000000,10.10.231.71,10.10.133.82,2152,2152,770056,1
45000024aecc4000401100000a0a69650a0a7cc7086808680010000030ff001400027dd000000000,10.10.105.101,10.10.124.199,2152,2152,163280,1
45000024caf44000401100000a0ae78e0a0a9660086808680010000030ff00140006bf3300000000,10.10.231.142,10.10.150.96,2152,2152,442163,1
45000024eda64000401100000a0ab29f0a0ab576086808680010000030ff0014000d87de00000000,10.10.178.159,10.10.181.118,2152,2152,886750,1
45000024aafe4000401100000a0ab6930a0aab91086808680010000030ff00140001969d00000000,10.10.182.147,10.10.171.145,2152,2152,104093,1
4500002417e14000401100000a0ab3380a0a3859086808680010000030ff0014000b74c500000000,10.10.179.56,10.10.56.89,2152,2152,750789,1
450000248ec24000401100000a0a29e40a0a2575086808680010000030ff00140001779c00000000,10.10.41.228,10.10.37.117,2152,2152,96156,1
45000024604a4000401100000a0a850b0a0a6f14086808680010000030ff0014000f7b8d00000000,10.10.133.11,10.10.111.20,2152,2152,1014669,1
45000024d0ca4000401100000a0a93720a0a85f6086808680010000030ff00140006142300000000,10.10.147.114,10.10.133.246,2152,2152,398371,1
